molecule_chembl_id,pchembl_value,target_chembl_id,value,canonical_smiles
CHEMBL3964344,6.68,CHEMBL4282,210.0,C=Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)c(F)c3)cn2CCN2CCCC2)CC1
CHEMBL3928074,7.68,CHEMBL4282,21.0,C=Cc1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCCC2)CC1
CHEMBL3974191,7.8,CHEMBL4282,16.0,C=Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cc3)cn2CCN2CCCC2)CC1
CHEMBL3913177,8.01,CHEMBL4282,9.7,C=Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CCN2CCCC2)CC1
CHEMBL3973291,7.2,CHEMBL4282,63.0,Nc1cc(N2CCC(c3nc(-c4ccc(F)c(F)c4)cn3CCN3CCCC3)CC2)ncn1
CHEMBL3907714,6.68,CHEMBL4282,210.0,Nc1cc(N2CCC(c3nc(-c4cccc(F)c4)cn3CCN3CCCC3)CC2)ncn1
CHEMBL3889695,7.19,CHEMBL4282,64.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)c(F)c3)cn2CCN2CC[C@H](F)C2)CC1
CHEMBL4108380,7.6,CHEMBL4282,25.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)c(F)c3)cn2CCN2CC[C@@H](F)C2)CC1
CHEMBL3913067,6.28,CHEMBL4282,520.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)c(F)c3)cn2CCN2CCC(F)(F)CC2)CC1
CHEMBL3950042,6.0,CHEMBL4282,1000.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)c(F)c3)cn2CCN2CCCC(F)(F)C2)CC1
CHEMBL3908831,7.07,CHEMBL4282,86.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)c(F)c3)cn2CCN2CCC(F)CC2)CC1
CHEMBL3976022,6.68,CHEMBL4282,210.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)c(F)c3)cn2CCN2CCCC(F)C2)CC1
CHEMBL3977596,7.12,CHEMBL4282,76.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(F)c3)cn2CCN2CCCC2)CC1
CHEMBL3906990,9.4,CHEMBL4282,0.4,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)cn2CCN2CCCC2)CC1
CHEMBL3891427,7.55,CHEMBL4282,28.0,Nc1ncnc(N2CCC(c3nc(-c4ccc(C(F)(F)F)c(F)c4)cn3CCN3CCCCC3)CC2)c1C1CCC1
CHEMBL3915954,8.04,CHEMBL4282,9.1,Nc1ncnc(N2CCC(c3nc(-c4ccc(C(F)(F)F)c(F)c4)cn3CCN3CCCC3)CC2)c1C1CCC1
CHEMBL3961562,8.03,CHEMBL4282,9.4,Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(F)c4)cn3CCN3CCCC3)CC2)c1C1CCC1
CHEMBL3892575,7.96,CHEMBL4282,11.0,Nc1ncnc(N2CCC(c3nc(-c4ccc(F)cc4)cn3CCN3CCCC3)CC2)c1C1CCC1
CHEMBL3969159,7.7,CHEMBL4282,20.0,Nc1ncnc(N2CCC(c3nc(-c4cccc(F)c4)cn3CCN3CCCC3)CC2)c1C1CCC1
CHEMBL3942949,6.37,CHEMBL4282,430.0,Nc1ncnc(N2CCC(c3nc(-c4ccc(C(F)(F)F)cc4)cn3CCN3CCCC3)CC2)c1C1CCC1
CHEMBL3972543,7.17,CHEMBL4282,67.0,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(F)c4)cn3CCN3CCCC3)CC2)c1C1CCC1
CHEMBL3981168,8.09,CHEMBL4282,8.1,Nc1ncnc(N2CCC(c3nc(-c4cccc(C(F)(F)F)c4)cn3CCN3CCCC3)CC2)c1C1CCC1
CHEMBL3952378,8.31,CHEMBL4282,4.9,Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(Cl)c4)cn3CCN3CCCC3)CC2)c1C1CCC1
CHEMBL3892087,7.1,CHEMBL4282,79.0,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)cc4)cn3CCN3CCCC3)CC2)c1C1CCC1
CHEMBL3957616,8.21,CHEMBL4282,6.2,Nc1ncnc(N2CCC(c3nc(-c4cccc(Cl)c4)cn3CCN3CCCC3)CC2)c1C1CCC1
CHEMBL3897494,6.96,CHEMBL4282,110.0,Nc1ncnc(N2CCC(c3nc(-c4ccc(C(F)(F)F)cc4)cn3CCN3CCCC3)CC2)c1Br
CHEMBL3968655,7.8,CHEMBL4282,16.0,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(F)c4)cn3CCN3CCCC3)CC2)c1Br
CHEMBL3906488,8.38,CHEMBL4282,4.2,Nc1ncnc(N2CCC(c3nc(-c4cccc(C(F)(F)F)c4)cn3CCN3CCCC3)CC2)c1Br
CHEMBL3980219,8.74,CHEMBL4282,1.8,Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(Cl)c4)cn3CCN3CCCC3)CC2)c1Br
CHEMBL3919026,6.72,CHEMBL4282,190.0,C=Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)cc3)cn2CCN2CCCC2)CC1
CHEMBL3890965,6.0,CHEMBL4282,1000.0,Nc1cc(N2CCC(c3nc(-c4ccc(C(F)(F)F)cc4)cn3CCN3CCCC3)CC2)ncn1
CHEMBL3950595,6.75,CHEMBL4282,180.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)cc3)cn2CCN2CCCC2)CC1
CHEMBL3982706,8.02,CHEMBL4282,9.6,CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(F)(F)F)c3)cn2CCN2CCCC2)CC1
CHEMBL3945304,6.72,CHEMBL4282,190.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)cc3)cn2CCN2CCCC2)CC1
CHEMBL3905187,7.92,CHEMBL4282,12.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(Cl)c3)cn2CCN2CCCC2)CC1
CHEMBL3973744,6.37,CHEMBL4282,430.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCC(F)(F)C2)CC1
CHEMBL3899177,8.03,CHEMBL4282,9.3,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCCCC2)CC1
CHEMBL3921412,7.75,CHEMBL4282,18.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(F)(F)F)c3)cn2CCN2CCC2)CC1
CHEMBL3894252,7.1,CHEMBL4282,79.5,CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCC2)CC1
CHEMBL3939097,7.8,CHEMBL4282,16.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(Cl)c3)cn2CCN2CCC2)CC1
CHEMBL3948660,8.14,CHEMBL4282,7.3,Nc1ncnc(N2CCC(c3nc(-c4ccc(C(F)(F)F)c(F)c4)cn3CCN3CCC3)CC2)c1C1CCC1
CHEMBL3985540,8.04,CHEMBL4282,9.2,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)cn2CCN2CCC2)CC1
CHEMBL3912123,7.62,CHEMBL4282,24.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CCN2CCC2)CC1
CHEMBL3927590,8.57,CHEMBL4282,2.7,Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCC3)CC2)c1[N+](=O)[O-]
CHEMBL3899565,7.29,CHEMBL4282,51.5,Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCC3)CC2)c1N
CHEMBL3890352,8.85,CHEMBL4282,1.4,Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCC3)CC2)c1C=O
CHEMBL3918796,6.14,CHEMBL4282,730.0,Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCCC3)CC2)c1C(=O)O
CHEMBL3941283,9.0,CHEMBL4282,1.0,Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCCC3)CC2)c1C=O
CHEMBL3913301,6.72,CHEMBL4282,190.0,CC(=O)Nc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCC2)CC1
CHEMBL3928772,8.68,CHEMBL4282,2.1,CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)cn2CCN2CCCC2)CC1
CHEMBL3904291,8.7,CHEMBL4282,2.0,CC(C)Oc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)cn2CCN2CCCC2)CC1
CHEMBL3976247,8.1,CHEMBL4282,8.0,CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN(C)C)CC1
CHEMBL3905494,8.12,CHEMBL4282,7.6,CC(C)Oc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN(C)C)CC1
CHEMBL3948085,8.77,CHEMBL4282,1.7,CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CCN(C)C)CC1
CHEMBL3984164,8.72,CHEMBL4282,1.9,Cc1cc(-c2cn(CCN(C)C)c(C3CCN(c4ncnc(N)c4OC(C)C)CC3)n2)ccc1F
CHEMBL3960833,7.64,CHEMBL4282,23.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CCN(C)C)CC1
CHEMBL3891820,8.59,CHEMBL4282,2.6,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CCN(CC)CC)CC1
CHEMBL3975180,8.18,CHEMBL4282,6.6,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CCN2CCCC2)CC1
CHEMBL3900809,8.18,CHEMBL4282,6.6,CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CCN2CCCC2)CC1
CHEMBL3939239,8.05,CHEMBL4282,8.9,Cc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4OC(C)C)CC3)n2)ccc1F
CHEMBL3968774,8.05,CHEMBL4282,8.9,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CCN(CC)C(C)C)CC1
CHEMBL3975500,8.14,CHEMBL4282,7.3,CCOC1CN(c2cc(N)ncn2)CCC1c1nc(-c2ccc(F)c(C)c2)cn1CCN(CC)C(C)C
CHEMBL3904672,8.2,CHEMBL4282,6.3,CCN(CCn1cc(-c2ccc(F)c(C)c2)nc1C1CCN(c2ncnc(N)c2OC(C)C)CC1)C(C)C
CHEMBL3986943,9.1,CHEMBL4282,0.8,CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CCN(CC)CC)CC1
CHEMBL3913659,8.59,CHEMBL4282,2.6,CCN(CC)CCn1cc(-c2ccc(F)c(C)c2)nc1C1CCN(c2ncnc(N)c2OC(C)C)CC1
CHEMBL3959291,8.49,CHEMBL4282,3.2,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCCC2)CC1
CHEMBL3890225,8.12,CHEMBL4282,7.6,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CCN2CCCC2)CC1
CHEMBL3967010,8.82,CHEMBL4282,1.5,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)cn2CCN2CCCC2)CC1
CHEMBL3899172,7.89,CHEMBL4282,13.0,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cc3)cn2CCN2CCCC2)CC1
CHEMBL3968052,7.68,CHEMBL4282,21.0,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCCC2)CC1
CHEMBL3896892,8.12,CHEMBL4282,7.6,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(F)(F)F)c3)cn2CCN2CCCC2)CC1
CHEMBL3918965,8.08,CHEMBL4282,8.4,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cccc(Cl)c3)cn2CCN2CCCC2)CC1
CHEMBL3927877,8.64,CHEMBL4282,2.3,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCCCC2)CC1
CHEMBL3950203,8.03,CHEMBL4282,9.3,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CCN2CCC2)CC1
CHEMBL3972741,8.39,CHEMBL4282,4.1,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(OC(F)F)c(F)c3)cn2CCN2CCC2)CC1
CHEMBL3975126,6.3,CHEMBL4282,500.0,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc[nH]c(=O)c3)cn2CCN2CCC2)CC1
CHEMBL3949201,7.62,CHEMBL4282,24.0,Cc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)cc1C(F)(F)F
CHEMBL3966620,7.96,CHEMBL4282,11.0,CC(C)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccn1
CHEMBL3936879,7.82,CHEMBL4282,15.0,CCc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccn1
CHEMBL3968742,7.64,CHEMBL4282,23.0,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C4CC4)c3)cn2CCN2CCC2)CC1
CHEMBL3965676,7.32,CHEMBL4282,48.0,Cc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)cc1F
CHEMBL3948379,7.23,CHEMBL4282,59.0,COc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)cc1F
CHEMBL3980667,7.89,CHEMBL4282,13.0,Cc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)cc1Cl
CHEMBL3943041,7.51,CHEMBL4282,31.0,COc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)cc1Cl
CHEMBL3972635,8.46,CHEMBL4282,3.5,Cc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F
CHEMBL3971598,9.05,CHEMBL4282,0.9,Cc1cc(-c2cn(CCN(C)C)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F
CHEMBL3896910,8.6,CHEMBL4282,2.5,CCN(CC)CCn1cc(-c2ccc(F)c(C)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1
CHEMBL3957053,8.55,CHEMBL4282,2.8,CCN(CCn1cc(-c2ccc(F)c(C)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1)C(C)C
CHEMBL3985709,6.85,CHEMBL4282,140.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CCN2CCC2)CC1
CHEMBL3940823,6.92,CHEMBL4282,120.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CCN2CCCC2)CC1
CHEMBL3973734,7.85,CHEMBL4282,14.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)cn2CCN2CCCC2)CC1
CHEMBL3955767,7.82,CHEMBL4282,15.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCCC2)CC1
CHEMBL3928144,7.43,CHEMBL4282,37.0,CC(C)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccn1
CHEMBL3966878,6.42,CHEMBL4282,380.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cc3)cn2CCN2CCCC2)CC1
CHEMBL3933596,6.21,CHEMBL4282,620.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCCC2)CC1
CHEMBL3972161,7.04,CHEMBL4282,92.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(F)(F)F)c3)cn2CCN2CCCC2)CC1
CHEMBL3942559,7.12,CHEMBL4282,76.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cccc(Cl)c3)cn2CCN2CCCC2)CC1
CHEMBL3980207,7.96,CHEMBL4282,11.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCCCC2)CC1
CHEMBL3954717,7.54,CHEMBL4282,29.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(OC(F)F)c3)cn2CCN2CCC2)CC1
CHEMBL3948232,5.24,CHEMBL4282,5800.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc[nH]c(=O)c3)cn2CCN2CCC2)CC1
CHEMBL3920410,6.38,CHEMBL4282,420.0,Cc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)cc1C(F)(F)F
CHEMBL3913252,6.35,CHEMBL4282,450.0,CCc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccn1
CHEMBL3941240,7.21,CHEMBL4282,61.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C4CC4)c3)cn2CCN2CCC2)CC1
CHEMBL3918747,6.77,CHEMBL4282,170.0,CC(C)(C)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccn1
CHEMBL3922125,5.62,CHEMBL4282,2400.0,Cc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)cc1F
CHEMBL3899515,4.89,CHEMBL4282,13000.0,COc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)cc1F
CHEMBL3927542,6.66,CHEMBL4282,220.0,Cc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)cc1Cl
CHEMBL3912088,6.0,CHEMBL4282,990.0,COc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)cc1Cl
CHEMBL3977710,7.5,CHEMBL4282,32.0,Cc1cc(-c2cn(CCN(C)C)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F
CHEMBL3976090,7.26,CHEMBL4282,55.0,CCN(CC)CCn1cc(-c2ccc(F)c(C)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
CHEMBL3905309,8.0,CHEMBL4282,10.0,Cc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F
CHEMBL3908761,7.32,CHEMBL4282,48.0,CCN(CCn1cc(-c2ccc(F)c(C)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1)C(C)C
CHEMBL3982217,5.24,CHEMBL4282,5700.0,CCc1c(N)ncnc1N1CCC(c2nc(-c3cnc(N(C)C)nc3)cn2CCN2CCC2)CC1
CHEMBL3905622,6.85,CHEMBL4282,140.0,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccccc3F)cn2CCN2CCC2)CC1
CHEMBL3894291,7.1,CHEMBL4282,80.0,CS(=O)(=O)c1cccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)c1
CHEMBL3890873,6.25,CHEMBL4282,560.0,CS(=O)(=O)c1cccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)c1
CHEMBL3913464,6.89,CHEMBL4282,130.0,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCO)CC1
CHEMBL3983282,8.8,CHEMBL4282,1.6,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCNCC2CC2)CC1
CHEMBL3900963,7.92,CHEMBL4282,12.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCNCC2CC2)CC1
CHEMBL3909180,8.57,CHEMBL4282,2.7,CC(C)N(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1
CHEMBL3976678,7.96,CHEMBL4282,11.0,CC(C)N(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
CHEMBL3912087,7.12,CHEMBL4282,76.0,CN(C)CCN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1
CHEMBL3974022,7.58,CHEMBL4282,26.0,COCCN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1
CHEMBL3903066,8.6,CHEMBL4282,2.5,COCCNCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1
CHEMBL3963052,6.14,CHEMBL4282,730.0,CN(C)CCN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
CHEMBL3897576,6.36,CHEMBL4282,440.0,COCCN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
CHEMBL3957688,7.17,CHEMBL4282,67.0,COCCNCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
CHEMBL3986416,6.12,CHEMBL4282,760.0,CN(CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1)Cc1ccccc1
CHEMBL3924599,8.27,CHEMBL4282,5.4,CC(C)NCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1
CHEMBL3919834,8.6,CHEMBL4282,2.5,CC(C)NCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
CHEMBL3917106,7.07,CHEMBL4282,85.0,COCC(C)NCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
CHEMBL3980521,9.15,CHEMBL4282,0.7,CC(C)CNCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1
CHEMBL3919344,7.92,CHEMBL4282,12.0,CC(C)CNCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
CHEMBL3894849,8.82,CHEMBL4282,1.5,CNCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1
CHEMBL3895898,8.72,CHEMBL4282,1.9,CC(C)(C)NCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1
CHEMBL3967166,7.48,CHEMBL4282,33.0,CNCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
CHEMBL3904852,8.01,CHEMBL4282,9.7,CC(C)(C)NCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
CHEMBL3972479,8.64,CHEMBL4282,2.3,Cc1cc(-c2cn(CCNCC3CC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F
CHEMBL3963056,8.57,CHEMBL4282,2.7,Cc1cc(-c2cn(CCN(C)C(C)C)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F
CHEMBL3890076,8.54,CHEMBL4282,2.9,Cc1cc(-c2cn(CCNC(C)C)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F
CHEMBL3960355,9.1,CHEMBL4282,0.8,N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCNC2CCCC2)CC1
CHEMBL3891300,8.37,CHEMBL4282,4.3,CCC(C)(C)NCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1
CHEMBL3974713,8.08,CHEMBL4282,8.4,Cc1cc(-c2cn(CCNCC3CC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F
CHEMBL3900331,6.36,CHEMBL4282,440.0,Cc1cc(-c2cn(CCO)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F
CHEMBL3946371,7.38,CHEMBL4282,42.0,Cc1cc(-c2cn(CCN(C)C(C)C)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F
CHEMBL3975681,7.82,CHEMBL4282,15.0,Cc1cc(-c2cn(CCNC(C)C)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F
CHEMBL3951639,8.08,CHEMBL4282,8.4,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCNC2CCCC2)CC1
CHEMBL3983708,7.89,CHEMBL4282,13.0,CCC(C)(C)NCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
CHEMBL3927358,9.15,CHEMBL4282,0.7,Cc1cc(-c2cn(CCNC3CCCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F
CHEMBL3954981,8.85,CHEMBL4282,1.4,Cc1cc(-c2cn(CCNCC(C)C)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F
CHEMBL3934916,8.25,CHEMBL4282,5.6,Cc1cc(-c2cn(CCNC3CCCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F
CHEMBL3974261,7.89,CHEMBL4282,13.0,Cc1cc(-c2cn(CCNCC(C)C)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F
CHEMBL3897830,7.33,CHEMBL4282,47.0,Cc1cc(-c2cn(CCO)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F
CHEMBL3969016,8.77,CHEMBL4282,1.7,CNCCn1cc(-c2ccc(F)c(C)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1
CHEMBL3949232,6.75,CHEMBL4282,180.0,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCO)CC1
CHEMBL3924930,6.47,CHEMBL4282,340.0,CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CCO)CC1
