canonical_smiles,molecule_chembl_id,act_inact_id,test_val_train
O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nnc4n3-c3ccccc3Nc3ccccc3-4)cc2)CC1,CHEMBL3684438,1,training
CC1Cc2cc(F)ccc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)[nH]1,CHEMBL3918391,1,training
Cn1c(CC(=O)Nc2cccc(C3CC3)c2)nc(N2CCOCC2)cc1=O,CHEMBL3696292,1,training
CC1=NN(C(=O)c2ccc(Cl)cc2)C(O)C1/N=N/c1ccc(S(=O)(=O)Nc2ncccn2)cc1,CHEMBL3923074,1,training
Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4F)s3)cc12,CHEMBL1088613,1,training
Cc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Br)CC3)n2)ccc1F,CHEMBL3899716,1,training
CC(C)NCC(Cc1ccc(F)c(F)c1)C(=O)N1CCN(c2ncnc3c2[C@H](C)SC3)CC1,CHEMBL1632383,1,training
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCNC2CCCC2)CC1,CHEMBL3951639,1,training
COc1cnc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,CHEMBL3699670,1,training
CCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CN(CCN)C(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(=O)N(CCCN)CC(N)=O,CHEMBL1800259,1,training
CCOC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccc(C)cc1,CHEMBL4161273,1,training
Cc1c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cncc1-c1ccc2cnccc2c1,CHEMBL378116,1,training
N[C@H](Cc1ccc(F)c(F)c1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,CHEMBL1258899,1,training
Cc1nc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6cnccn6)n5)CC4)cc3)c(-c3ccc(F)cc3F)cn2n1,CHEMBL3672056,1,training
CC(C)Oc1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1,CHEMBL3696261,1,training
CN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(=O)[nH]c7)[nH]6)CC5)cc4)nc3n2)CC1,CHEMBL450266,1,training
CNCCn1cc(-c2ccnc(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2Cl)CC1,CHEMBL3948454,1,training
Cn1c(CC(=O)Nc2cccc3sccc23)nc(N2CCOCC2)cc1=O,CHEMBL3699792,1,training
COC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccccc1,CHEMBL4172716,1,training
CCC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1,CHEMBL3701746,1,training
Cn1ccc2c(NC(=O)Cc3nc(N4CCOCC4)cc(=O)[nH]3)cccc21,CHEMBL3696304,1,training
CN(C)CCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(=O)[nH]c7)[nH]6)CC5)cc4)nc3n2)CC1,CHEMBL503652,1,training
NC1(c2ccc(-c3nc4ccc(C(=O)NCCF)cn4c3-c3ccccc3)cc2)CCC1,CHEMBL3699730,1,training
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)c3ccccc3)cc21,CHEMBL1096626,1,training
CC(C)(C)n1nc(Cc2cccc(I)c2)c2c(N)ncnc21,CHEMBL1254115,1,training
Cc1cccc(C)c1S(=O)(=O)N1CCC[C@H]1[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,CHEMBL1760765,1,training
Clc1ccc(C(NC2CC2)c2ccc(-c3cn[nH]c3)cc2)cc1,CHEMBL3113145,1,training
Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2[C@H]1CC[C@H](OCO)CC1,CHEMBL2375967,1,training
Cc1ccc2c(c1)-c1nnc(-c3ccc(C4(N)CCC4)cc3)n1-c1cccnc1N2,CHEMBL3684525,1,training
Oc1nc2ccc(N[C@H](COc3cncc(-c4ccc5nc(O)oc5c4)c3)Cc3c[nH]c4ccccc34)cc2o1,CHEMBL209281,1,training
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3ccccc3Cl)cccc21,CHEMBL3971261,1,training
NC(=O)c1cc(Cl)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,CHEMBL3703157,1,training
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(CO)cccc21,CHEMBL3699794,1,training
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCCCC3)CC2)c1Br,CHEMBL3956468,1,training
Cc1cccc(-c2nc(C3CN(Cc4ccc(-c5nc6ncc(C)n6cc5-c5ccccc5)cc4)C3)n[nH]2)n1,CHEMBL3672026,1,training
CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C#N)ccc3-4)cc2)C1,CHEMBL3701760,1,training
Cn1c(CC(=O)Nc2ccc(F)c(C3CC3)c2)nc(N2CCOCC2)cc1=O,CHEMBL3696294,1,training
Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(F)c4)cn3CCN3CCCC3)CC2)c1C1CCC1,CHEMBL3972543,1,training
N#Cc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)nc2n1,CHEMBL404555,1,training
CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCCC2)CC1,CHEMBL3969229,1,training
N[C@H](CNc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,CHEMBL203384,1,training
c1ccc(-c2cn3ccnc3nc2-c2ccc(CN3CCC(c4nc5cccnc5[nH]4)CC3)cc2)cc1,CHEMBL3672010,1,training
C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,CHEMBL3112866,1,training
N[C@H](COc1cncc(C#Cc2ccncc2)c1)Cc1c[nH]c2ccccc12,CHEMBL206208,1,training
Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCCC2)CC1,CHEMBL3910308,1,training
CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCC2)CC1,CHEMBL3932390,1,training
Cc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F,CHEMBL3905309,1,training
CC(=O)N1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1,CHEMBL453586,1,training
Cn1ncc(Br)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)o1,CHEMBL4578995,1,training
CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1,CHEMBL3701747,1,training
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(OC(F)(F)F)c4)c3)cc12,CHEMBL227271,1,training
NC(=O)c1ccc(NC2CNCCC2c2ccc(Cl)c(F)c2)c2cncnc12,CHEMBL3896518,1,training
NC1(C(=O)NC(Cc2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,CHEMBL2325985,1,training
C=CC[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)[C@H](NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1,CHEMBL4449509,1,training
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cc(F)c(F)cc1F,CHEMBL3696275,1,training
CN(CCc1ccccc1)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,CHEMBL3684389,1,training
C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCN(CC(F)(F)F)CC3)cn2)cs1)C(F)(F)F,CHEMBL3902880,1,training
Nc1nc(O)nc2nc(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)c(-c3ccccc3)cc12,CHEMBL270815,1,training
O=S(=O)(Nc1cc(-c2ccc3nccn3n2)cnc1Cl)c1ccc(F)cc1,CHEMBL1822056,1,training
CC(C)Oc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(F)(F)F)c3)cn2CCN2CCC2)CC1,CHEMBL3927446,1,training
O=C(NCc1ccccc1Cl)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,CHEMBL3684482,1,training
C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CC4CC4C3)cn2)cs1)C(F)(F)F,CHEMBL3953359,1,training
NC1(c2ccc(-n3c(-c4ccccc4)nc4ccc(NCc5ccccc5)nc43)cc2)CCC1,CHEMBL3649687,1,training
N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3cc[nH]c23)CC1,CHEMBL1258216,1,training
CS(=O)(=O)OCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,CHEMBL3684374,1,training
CCOC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,CHEMBL3703134,1,training
NC1(C(=O)NC(CCCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,CHEMBL2325996,1,training
CCc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(CC#N)cc1,CHEMBL270640,1,training
CCc1c[nH]c2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc(Cl)cc4)CC3)c12,CHEMBL1258665,1,training
NC1(c2ccc(-c3nc4c(-c5ccn[nH]5)cccn4c3-c3ccccc3)cc2)CCC1,CHEMBL3699747,1,training
CN1CCN(c2cccc3c2CCN3C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)CC1,CHEMBL3112859,1,training
N[C@H](COc1cncc(-c2ccc3[nH]c(=O)sc3c2)c1)Cc1c[nH]c2ccccc12,CHEMBL577134,1,training
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)Cc3ccccc3)cc21,CHEMBL1098938,1,training
N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]ncc23)CC1,CHEMBL1258553,1,training
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)CC(=O)N3)C[C@H]1C)c1ccc(Cl)cc1,CHEMBL5190647,1,training
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(F)(F)F)c3)cn2CCN2CCC2)CC1,CHEMBL3956421,1,training
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4Cl)c3)cc12,CHEMBL390371,1,training
CCn1c(-c2nonc2N)nc2cncc(C(=O)NC3CCNCC3)c21,CHEMBL494662,1,training
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc5c(c4)OC(F)(F)C(F)(F)O5)c3)cc12,CHEMBL226744,1,training
CC(C)(C)NCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1,CHEMBL3904852,1,training
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2[nH]1,CHEMBL1822060,1,training
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C(F)(F)F)CC(=O)N3)CC1)c1ccc(Cl)cc1,CHEMBL5189610,1,training
N[C@H](COc1cncc(-c2ccc3c(c2)C(c2ccc[nH]2)C(=O)N3)c1)Cc1c[nH]c2ccccc12,CHEMBL576348,1,training
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cc3)cn2CCN2CCCC2)CC1,CHEMBL3899172,1,training
N[C@H](CCc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,CHEMBL203329,1,training
O=C(NCCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,CHEMBL3684421,1,training
Cc1cc(-c2cn(CC3CNC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F,CHEMBL3943038,1,training
NC[C@@H](C(=O)N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL1257512,1,training
Cc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F,CHEMBL3961056,1,training
CN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2CCC2CC2)CC1,CHEMBL3897534,1,training
N#Cc1cnc(-c2ccc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)c(-c2ccccc2)c1,CHEMBL255212,1,training
Cc1ccc2[nH]c(C3CCN(Cc4ccc(-c5ncc(-c6nn[nH]n6)cc5-c5ccccc5)cc4)CC3)nc2c1,CHEMBL367601,1,training
Cl.NCc1ccc(-n2c(-c3cccnc3N)nc3cc(-c4cccnc4)cnc32)cc1,CHEMBL4550916,1,training
O=C(NC(c1ccc(Cl)c(-c2ccccc2)c1)C1CCNCC1)c1ccc2cnccc2c1,CHEMBL1823637,1,training
[C-]#[N+]c1ccc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,CHEMBL3684349,1,training
Cc1c(NCCN2CCCC2)cc(C(=O)Nc2ccccc2)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,CHEMBL2016887,1,training
NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3cccc(Cl)c3)ncnc12,CHEMBL4855657,1,training
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(C(F)(F)F)cc2)oc1Cl.O=C(O)[C@H](O)[C@@H](O)C(=O)O,CHEMBL4591854,1,training
COC(=O)c1cnn2cc(-c3c(F)cccc3F)c(-c3ccc(CN4CC(c5n[nH]c(-c6ccccn6)n5)C4)cc3)nc12,CHEMBL3672029,1,training
CC(C)CNCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,CHEMBL3980521,1,training
Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,CHEMBL376570,1,training
O=C(NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCC1)c1ccccc1,CHEMBL3684502,1,training
NC1(c2ccc(-c3nc4c(Cl)cc(Cl)cn4c3-c3ccccc3)cc2)CCC1,CHEMBL3699754,1,training
Nc1ncnc(N2CC[C@@]3(CCCN(C[C@H](O)CNS(=O)(=O)c4ccccc4Cl)C3)C2)c1C1CC1,CHEMBL1760771,1,training
[C-]#[N+]COc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,CHEMBL3703166,1,training
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)c(F)c1,CHEMBL3684348,1,training
O=C1NCCc2nc(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc21,CHEMBL446134,1,training
Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)C)CC2,CHEMBL3414670,1,training
NC(=O)Nc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,CHEMBL3703148,1,training
COc1ccccc1-c1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,CHEMBL3931282,1,training
Nc1ncnc2nc(-c3ccc(CN4CCC(n5ncc6c(N)ncnc65)CC4)cc3)c(-c3ccccc3)cc12,CHEMBL253458,1,training
CC1Cc2c(ccc(F)c2F)N1C(=S)Cc1nc(N2CCOCC2)c(F)c(=S)[nH]1,CHEMBL3900870,1,training
c1ccc(-c2cc(-c3nn[nH]n3)cnc2-c2ccc(CNCc3ccc(-c4csnn4)cc3)cc2)cc1,CHEMBL425155,1,training
O=C(N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)C1(c2cccc(Br)c2)CCNCC1,CHEMBL4217723,1,training
C[C@@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=S)[nH]1,CHEMBL3902097,1,training
NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,CHEMBL2325738,1,training
Cc1ccc(F)cc1C[C@H](N)COc1cncc(-c2ccc3[nH]nc(C)c3c2)c1,CHEMBL227368,1,training
